country,year,co2_emissions
Middle East & North Africa,1998,822695.117
Montenegro,1998,
Mongolia,1998,7708.034
Northern Mariana Islands,1998,
Mozambique,1998,1133.103
Mauritania,1998,1111.101
Mauritius,1998,2196.533
Malawi,1998,828.742
Malaysia,1998,114186.713
Mayotte,1998,
Namibia,1998,1994.848
New Caledonia,1998,1804.164
Niger,1998,1074.431
Nigeria,1998,40182.986
Nicaragua,1998,3421.311
Niue,1998,3.667
Netherlands,1998,175359.607
Norway,1998,34594.478
Nepal,1998,2251.538
Nauru,1998,139.346
New Zealand,1998,30058.399
Oman,1998,16666.515
Pakistan,1998,97663.211
Panama,1998,5947.874
Peru,1998,27806.861
Philippines,1998,75650.21
Palau,1998,117.344
Papua New Guinea,1998,2838.258
Poland,1998,326935.052
Puerto Rico,1998,
"Korea, Dem. Rep.",1998,64927.902
Portugal,1998,58055.944
Paraguay,1998,4503.076
French Polynesia,1998,572.052
Qatar,1998,32401.612
Romania,1998,103680.758
Russian Federation,1998,1511269.709
Rwanda,1998,641.725
South Asia,1998,1205405.239
Saudi Arabia,1998,207288.176
Sudan,1998,4697.427
Senegal,1998,3428.645
Singapore,1998,57293.208
Small island developing states,1998,190483.407321768
Solomon Islands,1998,161.348
Sierra Leone,1998,594.054
El Salvador,1998,5812.195
San Marino,1998,
Somalia,1998,
Serbia,1998,
Sub-Saharan Africa,1998,513001.12356887
Sao Tome and Principe,1998,80.674
Suriname,1998,2163.53
Slovak Republic,1998,43230.263
Slovenia,1998,15522.411
Sweden,1998,54953.662
Swaziland,1998,1213.777
Sint Maarten (Dutch part),1998,
Seychelles,1998,440.04
Syrian Arab Republic,1998,62709.367
Turks and Caicos Islands,1998,14.668
Chad,1998,113.677
Togo,1998,1166.106
Thailand,1998,186503.62
Tajikistan,1998,2497.227
Turkmenistan,1998,26046.701
Timor-Leste,1998,
Tonga,1998,110.01
Trinidad and Tobago,1998,19317.756
Tunisia,1998,18001.303
Turkey,1998,205421.673
Tuvalu,1998,
Tanzania,1998,2555.899
Uganda,1998,1338.455
Ukraine,1998,328636.54
Upper middle income,1998,7924734.2150523
Uruguay,1998,5687.517
United States,1998,5449077.659
Uzbekistan,1998,117571.354
St. Vincent and the Grenadines,1998,165.015
"Venezuela, RB",1998,167321.543
Virgin Islands (U.S.),1998,
Vietnam,1998,47781.01
Vanuatu,1998,84.341
West Bank and Gaza,1998,608.722
World,1998,24292320.0
Samoa,1998,132.012
"Yemen, Rep.",1998,12200.109
South Africa,1998,372218.835
"Congo, Dem. Rep.",1998,2533.897
Zambia,1998,2313.877
Zimbabwe,1998,14253.629
Aruba,1999,1686.82
Andorra,1999,513.38
Afghanistan,1999,832.409
Angola,1999,9156.499
Albania,1999,2992.272
United Arab Emirates,1999,78374.791
Argentina,1999,145488.225
Armenia,1999,3058.278
American Samoa,1999,
Antigua and Barbuda,1999,348.365
Australia,1999,325523.257
Austria,1999,61755.947
Azerbaijan,1999,29299.33
Burundi,1999,293.36
Belgium,1999,115844.197
Benin,1999,1562.142
Burkina Faso,1999,931.418
Bangladesh,1999,25232.627
Bulgaria,1999,43981.998
Bahrain,1999,18019.638
"Bahamas, The",1999,1796.83
Bosnia and Herzegovina,1999,18771.373
Belarus,1999,55819.074
Belize,1999,601.388
Bermuda,1999,495.045
Bolivia,1999,9768.888
Brazil,1999,322068.943
Barbados,1999,1210.11
Brunei Darussalam,1999,4598.418
Bhutan,1999,385.035
Botswana,1999,3545.989
Central African Republic,1999,264.024
Canada,1999,477868.772
Switzerland,1999,40700.033
Channel Islands,1999,
Chile,1999,62225.323
China,1999,3318055.614
Cote d'Ivoire,1999,6266.903
Cameroon,1999,3080.28
"Congo, Rep.",1999,821.408
Cook Islands,1999,29.336
Colombia,1999,56512.137
Comoros,1999,80.674
Cape Verde,1999,172.349
Costa Rica,1999,5522.502
Cuba,1999,25276.631
Curacao,1999,
Cayman Islands,1999,282.359
Cyprus,1999,6754.614
Czech Republic,1999,111931.508
Germany,1999,824466.278
Djibouti,1999,443.707
Dominica,1999,80.674
Denmark,1999,50930.963
Dominican Republic,1999,18870.382
Algeria,1999,92118.707
East Asia & Pacific,1999,4078685.15883721
Europe & Central Asia,1999,2654211.36225569
Ecuador,1999,21272.267
"Egypt, Arab Rep.",1999,125393.065
Euro area,1999,2589925.093
Eritrea,1999,619.723
Spain,1999,282384.669
Estonia,1999,15474.74
Ethiopia,1999,5075.128
Finland,1999,55423.038
Fiji,1999,832.409
France,1999,371309.419
Faeroe Islands,1999,671.061
"Micronesia, Fed. Sts.",1999,55.005
Gabon,1999,1437.464
United Kingdom,1999,535550.682
Georgia,1999,4345.395
Ghana,1999,6560.263
Gibraltar,1999,322.696
Guinea,1999,1272.449
"Gambia, The",1999,256.69
Guinea-Bissau,1999,245.689
Equatorial Guinea,1999,473.043
Greece,1999,86636.542
Grenada,1999,205.352
Greenland,1999,542.716
Guatemala,1999,8929.145
Guam,1999,
Guyana,1999,1650.15
High income,1999,12631659.8015618
"Hong Kong SAR, China",1999,42753.553
Honduras,1999,4741.431
Croatia,1999,20491.196
Haiti,1999,1331.121
Hungary,1999,60362.487
Indonesia,1999,237595.931
Isle of Man,1999,
India,1999,1144390.026
Ireland,1999,40098.645
"Iran, Islamic Rep.",1999,316671.119
Iraq,1999,72283.904
Iceland,1999,2068.188
Israel,1999,62155.65
Italy,1999,437018.392
Jamaica,1999,9772.555
Jordan,1999,14568.991
Japan,1999,1197880.555
Kazakhstan,1999,116493.256
Kenya,1999,10172.258
Kyrgyz Republic,1999,4561.748
Cambodia,1999,2196.533
Kiribati,1999,29.336
St. Kitts and Nevis,1999,102.676
"Korea, Rep.",1999,395005.573
Kosovo,1999,
Kuwait,1999,53314.513
Latin America & Caribbean,1999,1306420.088
Lao PDR,1999,902.082
Lebanon,1999,16600.509
Liberia,1999,407.037
Libya,1999,47230.96
St. Lucia,1999,319.029
Low income,1999,172432.611471735
Liechtenstein,1999,
Sri Lanka,1999,8536.776
Lower middle income,1999,2559061.72023685
Low & middle income,1999,10643991.0248059
Lesotho,1999,
Lithuania,1999,13692.578
Luxembourg,1999,7686.032
Latvia,1999,6743.613
"Macao SAR, China",1999,1532.806
St. Martin (French part),1999,
Morocco,1999,33153.347
Monaco,1999,
Moldova,1999,4503.076
Madagascar,1999,1925.175
Maldives,1999,465.709
Mexico,1999,380814.283
Marshall Islands,1999,66.006
Middle income,1999,10471844.8990029
"Macedonia, FYR",1999,11723.399
Mali,1999,539.049
Malta,1999,2346.88
Myanmar,1999,8830.136
Middle East & North Africa,1999,816263.199
Montenegro,1999,
Mongolia,1999,7554.02
Northern Mariana Islands,1999,
Mozambique,1999,1188.108
Mauritania,1999,1199.109
Mauritius,1999,2467.891
Malawi,1999,997.424
Malaysia,1999,107934.478
Mayotte,1999,
Namibia,1999,1771.161
New Caledonia,1999,2035.185
Niger,1999,1059.763
Nigeria,1999,44788.738
Nicaragua,1999,3626.663
Niue,1999,3.667
Netherlands,1999,163027.486
Norway,1999,41022.729
Nepal,1999,3219.626
Nauru,1999,135.679
New Zealand,1999,31558.202
Oman,1999,20817.559
Pakistan,1999,100384.125
Panama,1999,5669.182
Peru,1999,29358.002
Philippines,1999,73020.971
Palau,1999,117.344
Papua New Guinea,1999,2464.224
Poland,1999,317133.161
Puerto Rico,1999,
"Korea, Dem. Rep.",1999,71396.49
Portugal,1999,64689.547
Paraguay,1999,4503.076
French Polynesia,1999,575.719
Qatar,1999,31407.855
Romania,1999,89639.815
Russian Federation,1999,1534250.798
Rwanda,1999,671.061
South Asia,1999,1283446.333
Saudi Arabia,1999,227229.322
Sudan,1999,5093.463
Senegal,1999,3700.003
Singapore,1999,50263.569
Small island developing states,1999,190917.100105962
Solomon Islands,1999,165.015
Sierra Leone,1999,583.053
El Salvador,1999,5698.518
San Marino,1999,
Somalia,1999,
Serbia,1999,
Sub-Saharan Africa,1999,520580.691518096
Sao Tome and Principe,1999,88.008
Suriname,1999,2152.529
Slovak Republic,1999,39863.957
Slovenia,1999,15144.71
Sweden,1999,51106.979
Swaziland,1999,1239.446
Sint Maarten (Dutch part),1999,
Seychelles,1999,513.38
Syrian Arab Republic,1999,64913.234
Turks and Caicos Islands,1999,14.668
Chad,1999,121.011
Togo,1999,1536.473
Thailand,1999,196947.236
Tajikistan,1999,2519.229
Turkmenistan,1999,35115.192
Timor-Leste,1999,
Tonga,1999,128.345
Trinidad and Tobago,1999,22816.074
Tunisia,1999,18331.333
Turkey,1999,196767.553
Tuvalu,1999,
Tanzania,1999,2537.564
Uganda,1999,1393.46
Ukraine,1999,332549.229
Upper middle income,1999,7912614.32211727
Uruguay,1999,6725.278
United States,1999,5528149.18
Uzbekistan,1999,117421.007
St. Vincent and the Grenadines,1999,168.682
"Venezuela, RB",1999,172616.691
Virgin Islands (U.S.),1999,
Vietnam,1999,48026.699
Vanuatu,1999,84.341
West Bank and Gaza,1999,660.06
World,1999,24076144.0
Samoa,1999,139.346
"Yemen, Rep.",1999,13894.263
South Africa,1999,371034.394
"Congo, Dem. Rep.",1999,2247.871
Zambia,1999,1807.831
Zimbabwe,1999,15834.106
Aruba,2000,2233.203
Andorra,2000,524.381
Afghanistan,2000,781.071
Angola,2000,9541.534
Albania,2000,3028.942
United Arab Emirates,2000,112562.232
Argentina,2000,141076.824
Armenia,2000,3465.315
American Samoa,2000,
Antigua and Barbuda,2000,344.698
Australia,2000,329604.628
Austria,2000,61788.95
Azerbaijan,2000,30546.11
Burundi,2000,300.694
Belgium,2000,115712.185
Benin,2000,1617.147
Burkina Faso,2000,1041.428
Bangladesh,2000,27865.533
Bulgaria,2000,43530.957
Bahrain,2000,18643.028
"Bahamas, The",2000,1796.83
Bosnia and Herzegovina,2000,23252.447
Belarus,2000,53468.527
Belize,2000,689.396
Bermuda,2000,495.045
Bolivia,2000,9519.532
Brazil,2000,330125.342
Barbados,2000,1188.108
Brunei Darussalam,2000,6527.26
Bhutan,2000,399.703
Botswana,2000,4275.722
Central African Republic,2000,267.691
Canada,2000,537402.517
Switzerland,2000,39093.887
Channel Islands,2000,
Chile,2000,60094.796
China,2000,3405179.867
Cote d'Ivoire,2000,6791.284
Cameroon,2000,3432.312
"Congo, Rep.",2000,1048.762
Cook Islands,2000,29.336
Colombia,2000,57923.932
Comoros,2000,84.341
Cape Verde,2000,187.017
Costa Rica,2000,5474.831
Cuba,2000,26039.367
Curacao,2000,
Cayman Islands,2000,454.708
Cyprus,2000,6849.956
Czech Republic,2000,124648.664
Germany,2000,832100.972
Djibouti,2000,403.37
Dominica,2000,102.676
Denmark,2000,47252.962
Dominican Republic,2000,20117.162
Algeria,2000,87930.993
East Asia & Pacific,2000,4227383.15170255
Europe & Central Asia,2000,2696711.29308686
Ecuador,2000,20942.237
"Egypt, Arab Rep.",2000,141326.18
Euro area,2000,2612638.491
Eritrea,2000,608.722
Spain,2000,294441.765
Estonia,2000,15559.081
Ethiopia,2000,5830.53
Finland,2000,52141.073
Fiji,2000,861.745
France,2000,365559.563
Faeroe Islands,2000,656.393
"Micronesia, Fed. Sts.",2000,55.005
Gabon,2000,1052.429
United Kingdom,2000,543662.086
Georgia,2000,4536.079
Ghana,2000,6299.906
Gibraltar,2000,333.697
Guinea,2000,1279.783
"Gambia, The",2000,275.025
Guinea-Bissau,2000,198.018
Equatorial Guinea,2000,454.708
Greece,2000,91616.328
Grenada,2000,205.352
Greenland,2000,531.715
Guatemala,2000,9915.568
Guam,2000,
Guyana,2000,1580.477
High income,2000,12883981.2745903
"Hong Kong SAR, China",2000,40582.689
Honduras,2000,5031.124
Croatia,2000,19644.119
Haiti,2000,1367.791
Hungary,2000,57256.538
Indonesia,2000,258120.13
Isle of Man,2000,
India,2000,1186663.202
Ireland,2000,40949.389
"Iran, Islamic Rep.",2000,339241.504
Iraq,2000,72445.252
Iceland,2000,2163.53
Israel,2000,62691.032
Italy,2000,446156.556
Jamaica,2000,10318.938
Jordan,2000,15507.743
Japan,2000,1219592.862
Kazakhstan,2000,127769.281
Kenya,2000,10417.947
Kyrgyz Republic,2000,4528.745
Cambodia,2000,2255.205
Kiribati,2000,33.003
St. Kitts and Nevis,2000,102.676
"Korea, Rep.",2000,432460.311
Kosovo,2000,
Kuwait,2000,59112.04
Latin America & Caribbean,2000,1293515.915
Lao PDR,2000,1059.763
Lebanon,2000,15353.729
Liberia,2000,436.373
Libya,2000,49753.856
St. Lucia,2000,330.03
Low income,2000,179033.941
Liechtenstein,2000,
Sri Lanka,2000,10161.257
Lower middle income,2000,2685574.87877607
Low & middle income,2000,10946584.6146319
Lesotho,2000,
Lithuania,2000,12200.109
Luxembourg,2000,8236.082
Latvia,2000,6171.561
"Macao SAR, China",2000,1635.482
St. Martin (French part),2000,
Morocco,2000,33905.082
Monaco,2000,
Moldova,2000,3512.986
Madagascar,2000,1873.837
Maldives,2000,498.712
Mexico,2000,383021.817
Marshall Islands,2000,77.007
Middle income,2000,10767846.9200962
"Macedonia, FYR",2000,12064.43
Mali,2000,542.716
Malta,2000,2064.521
Myanmar,2000,8888.808
Middle East & North Africa,2000,854818.037
Montenegro,2000,
Mongolia,2000,7506.349
Northern Mariana Islands,2000,
Mozambique,2000,1349.456
Mauritania,2000,1195.442
Mauritius,2000,2768.585
Malawi,2000,905.749
Malaysia,2000,126603.175
Mayotte,2000,
Namibia,2000,1763.827
New Caledonia,2000,2299.209
Niger,2000,795.739
Nigeria,2000,79181.531
Nicaragua,2000,3667.0
Niue,2000,3.667
Netherlands,2000,165363.365
Norway,2000,38807.861
Nepal,2000,3234.294
Nauru,2000,135.679
New Zealand,2000,32698.639
Oman,2000,22057.005
Pakistan,2000,106449.343
Panama,2000,5790.193
Peru,2000,30296.754
Philippines,2000,79111.858
Palau,2000,117.344
Papua New Guinea,2000,2687.911
Poland,2000,301691.424
Puerto Rico,2000,
"Korea, Dem. Rep.",2000,76966.663
Portugal,2000,62966.057
Paraguay,2000,3689.002
French Polynesia,2000,645.392
Qatar,2000,34730.157
Romania,2000,89984.513
Russian Federation,2000,1553451.21
Rwanda,2000,685.729
South Asia,2000,1336053.115
Saudi Arabia,2000,297749.399
Sudan,2000,5533.503
Senegal,2000,3938.358
Singapore,2000,47623.329
Small island developing states,2000,199274.191189233
Solomon Islands,2000,165.015
Sierra Leone,2000,630.724
El Salvador,2000,5742.522
San Marino,2000,
Somalia,2000,517.047
Serbia,2000,
Sub-Saharan Africa,2000,553951.485560763
Sao Tome and Principe,2000,88.008
Suriname,2000,2126.86
Slovak Republic,2000,36530.654
Slovenia,2000,14601.994
Sweden,2000,49794.193
Swaziland,2000,1188.108
Sint Maarten (Dutch part),2000,
Seychelles,2000,564.718
Syrian Arab Republic,2000,63589.447
Turks and Caicos Islands,2000,14.668
Chad,2000,176.016
Togo,2000,1356.79
Thailand,2000,201549.321
Tajikistan,2000,2236.87
Turkmenistan,2000,35646.907
Timor-Leste,2000,
Tonga,2000,121.011
Trinidad and Tobago,2000,24513.895
Tunisia,2000,19922.811
Turkey,2000,216147.648
Tuvalu,2000,
Tanzania,2000,2651.241
Uganda,2000,1532.806
Ukraine,2000,320774.492
Upper middle income,2000,8082046.60343004
Uruguay,2000,5306.149
United States,2000,5512399.415
Uzbekistan,2000,119951.237
St. Vincent and the Grenadines,2000,157.681
"Venezuela, RB",2000,152415.188
Virgin Islands (U.S.),2000,
Vietnam,2000,53582.204
Vanuatu,2000,80.674
West Bank and Gaza,2000,799.406
World,2000,24688032.0
Samoa,2000,139.346
"Yemen, Rep.",2000,14638.664
South Africa,2000,368610.507
"Congo, Dem. Rep.",2000,1646.483
Zambia,2000,1818.832
Zimbabwe,2000,13886.929
Aruba,2001,2236.87
Andorra,2001,524.381
Afghanistan,2001,645.392
Angola,2001,9732.218
Albania,2001,3230.627
United Arab Emirates,2001,101333.878
Argentina,2001,140471.769
Armenia,2001,3542.322
American Samoa,2001,
Antigua and Barbuda,2001,344.698
Australia,2001,324859.53
Austria,2001,63637.118
Azerbaijan,2001,29438.676
Burundi,2001,216.353
Belgium,2001,114766.099
Benin,2001,1738.158
Burkina Faso,2001,997.424
Bangladesh,2001,32449.283
Bulgaria,2001,46453.556
Bahrain,2001,13927.266
"Bahamas, The",2001,1796.83
Bosnia and Herzegovina,2001,20722.217
Belarus,2001,52595.781
Belize,2001,711.398
Bermuda,2001,495.045
Bolivia,2001,8830.136
Brazil,2001,339894.23
Barbados,2001,1221.111
Brunei Darussalam,2001,6197.23
Bhutan,2001,414.371
Botswana,2001,4334.394
Central African Republic,2001,245.689
Canada,2001,527131.25
Switzerland,2001,42999.242
Channel Islands,2001,
Chile,2001,54018.577
China,2001,3487566.356
Cote d'Ivoire,2001,7726.369
Cameroon,2001,3421.311
"Congo, Rep.",2001,861.745
Cook Islands,2001,33.003
Colombia,2001,56273.782
Comoros,2001,88.008
Cape Verde,2001,209.019
Costa Rica,2001,5760.857
Cuba,2001,25452.647
Curacao,2001,
Cayman Islands,2001,454.708
Cyprus,2001,6846.289
Czech Republic,2001,124406.642
Germany,2001,855756.789
Djibouti,2001,385.035
Dominica,2001,113.677
Denmark,2001,49035.124
Dominican Republic,2001,20234.506
Algeria,2001,84293.329
East Asia & Pacific,2001,4375765.61673876
Europe & Central Asia,2001,2697657.05470323
Ecuador,2001,23446.798
"Egypt, Arab Rep.",2001,125451.737
Euro area,2001,2677408.712
Eritrea,2001,630.724
Spain,2001,297833.74
Estonia,2001,15984.453
Ethiopia,2001,4308.725
Finland,2001,56424.129
Fiji,2001,1122.102
France,2001,385808.737
Faeroe Islands,2001,660.06
"Micronesia, Fed. Sts.",2001,55.005
Gabon,2001,1782.162
United Kingdom,2001,550552.379
Georgia,2001,3769.676
Ghana,2001,6919.629
Gibraltar,2001,344.698
Guinea,2001,1298.118
"Gambia, The",2001,282.359
Guinea-Bissau,2001,198.018
Equatorial Guinea,2001,3094.948
Greece,2001,93805.527
Grenada,2001,220.02
Greenland,2001,539.049
Guatemala,2001,10626.966
Guam,2001,
Guyana,2001,1518.138
High income,2001,12800476.6932043
"Hong Kong SAR, China",2001,37971.785
Honduras,2001,5713.186
Croatia,2001,20714.883
Haiti,2001,1569.476
Hungary,2001,57021.85
Indonesia,2001,289065.943
Isle of Man,2001,
India,2001,1203843.097
Ireland,2001,43780.313
"Iran, Islamic Rep.",2001,357085.126
Iraq,2001,85342.091
Iceland,2001,2101.191
Israel,2001,65749.31
Italy,2001,447054.971
Jamaica,2001,10626.966
Jordan,2001,16002.788
Japan,2001,1202266.287
Kazakhstan,2001,147908.445
Kenya,2001,9369.185
Kyrgyz Republic,2001,3780.677
Cambodia,2001,2643.907
Kiribati,2001,25.669
St. Kitts and Nevis,2001,183.35
"Korea, Rep.",2001,440216.016
Kosovo,2001,
Kuwait,2001,55144.346
Latin America & Caribbean,2001,1327817.033
Lao PDR,2001,1199.109
Lebanon,2001,16208.14
Liberia,2001,502.379
Libya,2001,51073.976
St. Lucia,2001,363.033
Low income,2001,181787.858
Liechtenstein,2001,
Sri Lanka,2001,10245.598
Lower middle income,2001,2758254.13489036
Low & middle income,2001,11171872.2387502
Lesotho,2001,
Lithuania,2001,12918.841
Luxembourg,2001,8580.78
Latvia,2001,6853.623
"Macao SAR, China",2001,1686.82
St. Martin (French part),2001,
Morocco,2001,37715.095
Monaco,2001,
Moldova,2001,3714.671
Madagascar,2001,1741.825
Maldives,2001,575.719
Mexico,2001,393604.779
Marshall Islands,2001,80.674
Middle income,2001,10990388.5319529
"Macedonia, FYR",2001,11998.424
Mali,2001,546.383
Malta,2001,2486.226
Myanmar,2001,7348.668
Middle East & North Africa,2001,872889.013
Montenegro,2001,
Mongolia,2001,7884.05
Northern Mariana Islands,2001,
Mozambique,2001,1580.477
Mauritania,2001,1283.45
Mauritius,2001,2966.603
Malawi,2001,905.749
Malaysia,2001,136716.761
Mayotte,2001,
Namibia,2001,2086.523
New Caledonia,2001,2119.526
Niger,2001,759.069
Nigeria,2001,83350.91
Nicaragua,2001,3835.682
Niue,2001,3.667
Netherlands,2001,167273.872
Norway,2001,41092.402
Nepal,2001,3454.314
Nauru,2001,139.346
New Zealand,2001,34202.109
Oman,2001,20443.525
Pakistan,2001,108282.843
Panama,2001,7007.637
Peru,2001,27165.136
Philippines,2001,77164.681
Palau,2001,183.35
Papua New Guinea,2001,3230.627
Poland,2001,302806.192
Puerto Rico,2001,
"Korea, Dem. Rep.",2001,79922.265
Portugal,2001,62863.381
Paraguay,2001,3821.014
French Polynesia,2001,737.067
Qatar,2001,30098.736
Romania,2001,95672.03
Russian Federation,2001,1544404.721
Rwanda,2001,689.396
South Asia,2001,1359910.617
Saudi Arabia,2001,295842.559
Sudan,2001,6369.579
Senegal,2001,4330.727
Singapore,2001,42764.554
Small island developing states,2001,195875.087365629
Solomon Islands,2001,172.349
Sierra Leone,2001,858.078
El Salvador,2001,5947.874
San Marino,2001,
Somalia,2001,502.379
Serbia,2001,
Sub-Saharan Africa,2001,553342.293255363
Sao Tome and Principe,2001,91.675
Suriname,2001,2266.206
Slovak Republic,2001,39357.911
Slovenia,2001,15148.377
Sweden,2001,51128.981
Swaziland,2001,1144.104
Sint Maarten (Dutch part),2001,
Seychelles,2001,641.725
Syrian Arab Republic,2001,60908.87
Turks and Caicos Islands,2001,14.668
Chad,2001,172.349
Togo,2001,1162.439
Thailand,2001,217086.4
Tajikistan,2001,2291.875
Turkmenistan,2001,39680.607
Timor-Leste,2001,
Tonga,2001,139.346
Trinidad and Tobago,2001,25023.608
Tunisia,2001,20817.559
Turkey,2001,194538.017
Tuvalu,2001,
Tanzania,2001,3127.951
Uganda,2001,1631.815
Ukraine,2001,321650.905
Upper middle income,2001,8231887.87527142
Uruguay,2001,5089.796
United States,2001,5389928.949
Uzbekistan,2001,122037.76
St. Vincent and the Grenadines,2001,179.683
"Venezuela, RB",2001,172525.016
Virgin Islands (U.S.),2001,
Vietnam,2001,61631.269
Vanuatu,2001,84.341
West Bank and Gaza,2001,1353.123
World,2001,25281600.0
Samoa,2001,143.013
"Yemen, Rep.",2001,16252.144
South Africa,2001,362743.307
"Congo, Dem. Rep.",2001,1565.809
Zambia,2001,1906.84
Zimbabwe,2001,12563.142
Aruba,2002,2255.205
Andorra,2002,531.715
Afghanistan,2002,359.366
Angola,2002,12665.818
Albania,2002,3751.341
United Arab Emirates,2002,84300.663
Argentina,2002,131406.945
Armenia,2002,3003.273
American Samoa,2002,
Antigua and Barbuda,2002,363.033
Australia,2002,341397.7
Austria,2002,65118.586
Azerbaijan,2002,30007.061
Burundi,2002,220.02
Belgium,2002,107531.108
Benin,2002,2053.52
Burkina Faso,2002,1004.758
Bangladesh,2002,33699.73
Bulgaria,2002,44634.724
Bahrain,2002,15698.427
"Bahamas, The",2002,2082.856
Bosnia and Herzegovina,2002,22944.419
Belarus,2002,52390.429
Belize,2002,359.366
Bermuda,2002,524.381
Bolivia,2002,8346.092
Brazil,2002,335185.802
Barbados,2002,1228.445
Brunei Darussalam,2002,5320.817
Bhutan,2002,513.38
Botswana,2002,4484.741
Central African Republic,2002,245.689
Canada,2002,521832.435
Switzerland,2002,40769.706
Channel Islands,2002,
Chile,2002,56072.097
China,2002,3694242.143
Cote d'Ivoire,2002,7286.329
Cameroon,2002,3417.644
"Congo, Rep.",2002,707.731
Cook Islands,2002,29.336
Colombia,2002,55661.393
Comoros,2002,91.675
Cape Verde,2002,245.689
Costa Rica,2002,6325.575
Cuba,2002,26090.705
Curacao,2002,
Cayman Islands,2002,469.376
Cyprus,2002,7022.305
Czech Republic,2002,120193.259
Germany,2002,830909.197
Djibouti,2002,399.703
Dominica,2002,102.676
Denmark,2002,51899.051
Dominican Republic,2002,21499.621
Algeria,2002,90853.592
East Asia & Pacific,2002,4615783.23363672
Europe & Central Asia,2002,2705846.23764024
Ecuador,2002,24689.911
"Egypt, Arab Rep.",2002,127193.562
Euro area,2002,2674075.409
Eritrea,2002,605.055
Spain,2002,314525.924
Estonia,2002,15471.073
Ethiopia,2002,4481.074
Finland,2002,61077.552
Fiji,2002,858.078
France,2002,380447.583
Faeroe Islands,2002,667.394
"Micronesia, Fed. Sts.",2002,55.005
Gabon,2002,1778.495
United Kingdom,2002,531942.354
Georgia,2002,3388.308
Ghana,2002,7414.674
Gibraltar,2002,344.698
Guinea,2002,1323.787
"Gambia, The",2002,315.362
Guinea-Bissau,2002,209.019
Equatorial Guinea,2002,4979.786
Greece,2002,93669.848
Grenada,2002,216.353
Greenland,2002,539.049
Guatemala,2002,11173.349
Guam,2002,
Guyana,2002,1547.474
High income,2002,12896363.4825047
"Hong Kong SAR, China",2002,36952.359
Honduras,2002,6090.887
Croatia,2002,21877.322
Haiti,2002,1826.166
Hungary,2002,56031.76
Indonesia,2002,303506.589
Isle of Man,2002,
India,2002,1226791.183
Ireland,2002,43457.617
"Iran, Islamic Rep.",2002,375211.107
Iraq,2002,87259.932
Iceland,2002,2170.864
Israel,2002,63145.74
Italy,2002,449284.507
Jamaica,2002,10300.603
Jordan,2002,16886.535
Japan,2002,1216761.938
Kazakhstan,2002,151945.812
Kenya,2002,7968.391
Kyrgyz Republic,2002,4847.774
Cambodia,2002,2860.26
Kiribati,2002,25.669
St. Kitts and Nevis,2002,198.018
"Korea, Rep.",2002,465584.322
Kosovo,2002,
Kuwait,2002,52727.793
Latin America & Caribbean,2002,1335657.079
Lao PDR,2002,1323.787
Lebanon,2002,16039.458
Liberia,2002,502.379
Libya,2002,47623.329
St. Lucia,2002,326.363
Low income,2002,179609.66
Liechtenstein,2002,
Sri Lanka,2002,11008.334
Lower middle income,2002,2832890.25317423
Low & middle income,2002,11482963.9505591
Lesotho,2002,
Lithuania,2002,13212.201
Luxembourg,2002,9424.19
Latvia,2002,6651.938
"Macao SAR, China",2002,1525.472
St. Martin (French part),2002,
Morocco,2002,38254.144
Monaco,2002,
Moldova,2002,3986.029
Madagascar,2002,1235.779
Maldives,2002,689.396
Mexico,2002,390781.189
Marshall Islands,2002,84.341
Middle income,2002,11303680.9744659
"Macedonia, FYR",2002,10934.994
Mali,2002,553.717
Malta,2002,2299.209
Myanmar,2002,8173.743
Middle East & North Africa,2002,893655.234
Montenegro,2002,
Mongolia,2002,8287.42
Northern Mariana Islands,2002,
Mozambique,2002,1587.811
Mauritania,2002,1411.795
Mauritius,2002,2981.271
Malawi,2002,883.747
Malaysia,2002,135128.95
Mayotte,2002,
Namibia,2002,2214.868
New Caledonia,2002,2427.554
Niger,2002,814.074
Nigeria,2002,98125.253
Nicaragua,2002,3813.68
Niue,2002,3.667
Netherlands,2002,172363.668
Norway,2002,37429.069
Nepal,2002,2709.913
Nauru,2002,139.346
New Zealand,2002,33641.058
Oman,2002,25544.322
Pakistan,2002,114084.037
Panama,2002,5834.197
Peru,2002,27187.138
Philippines,2002,76057.247
Palau,2002,183.35
Papua New Guinea,2002,3512.986
Poland,2002,296931.658
Puerto Rico,2002,
"Korea, Dem. Rep.",2002,76530.29
Portugal,2002,66820.074
Paraguay,2002,3898.021
French Polynesia,2002,748.068
Qatar,2002,30788.132
Romania,2002,92173.712
Russian Federation,2002,1537195.399
Rwanda,2002,689.396
South Asia,2002,1389855.339
Saudi Arabia,2002,323458.736
Sudan,2002,8118.738
Senegal,2002,4547.08
Singapore,2002,42060.49
Small island developing states,2002,199906.046309768
Solomon Islands,2002,172.349
Sierra Leone,2002,1191.775
El Salvador,2002,6039.549
San Marino,2002,
Somalia,2002,572.052
Serbia,2002,
Sub-Saharan Africa,2002,557337.117948953
Sao Tome and Principe,2002,106.343
Suriname,2002,2251.538
Slovak Republic,2002,39251.568
Slovenia,2002,15401.4
Sweden,2002,57425.22
Swaziland,2002,1125.769
Sint Maarten (Dutch part),2002,
Seychelles,2002,542.716
Syrian Arab Republic,2002,55987.756
Turks and Caicos Islands,2002,99.009
